Q,A
예 예 꿀 벌 겨울 물 피 귀 콩 돈 콩 손 풀 붓 뿔 씨 침 돌 승 별 형 ,새 해 배 개 집 일 입 이 꿀 불 귤 물 피 쥐 비 귀 콩 돈 공 손 풀 붓 뿔 윷 잎 씨 빗 침 벌 성 별 형 초 눈 코 문 햄 잼 뱀 책 실 십 칠 김 종 총 용 털 몸 절 톱 강 발 왕 달 뼈 영 혀 병 밤 활 감 탈 꽃 점 솥 섬 금 육 은 흙 산 파 삼 차 춤 국 꿈 북 칼 말 쌀 팔 떡 컵 턱 껌 방 빵 창 양 오 곰 소 돌 약 탑 닭 밥 귀 남 해 밀 옷 잔 댁 겁 시 병 소 점 키 앞 무 논 자 글 용 겉 다 뜰 피 상 네 벌 추 만 죄 일 구 삼 도 알 꽃 연 달 혀 녹 김 약 덕 조 군 잎 폐 꿈 터 샘 능 아 애 어 에 오 우 으 이 야 얘 여 예 와 왜 외 요 워 웨 위 유 의 가 까 나 다 따 라 마 바 빠 사 싸 자 짜 차 카 타 파 하
나는 바지를 입고 단추를 채웁니다 책장 위에 가방이 있습니다 가방에 사탕과 연필을 넣을 거예요 아빠와 자동차를 타고 동물원에 갑니다 잘 다녀와 하면서 아빠가 토끼 풍선을 사 왔습니다 로봇 그림을 구경합니다 싸움을 합니다 세 마리가 쩍쩍 거리고 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어+ 늘어뜨리고+ 있습+ 늘어뜨리고 있습니다.  나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
문 열어 문 열어 만화 만화 일 많아 비 와요 특별한 알아요 노래해 봐 노래해 머리 말려요 프리 말려요 아무도 없겠지 얼었어요 열었어요 비 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 형님이 하셨어요 갈래 갈래가 없지 왜 될 리가 없지 나 왔었어요 왔었어요까지 걸어왔어요 여기까지 걸어왔어요이 추운 것 같아 아니 추운 것 같아 네가 추워요 ,문 열어. 문 열어? 많아. 가 많아? 만나. 내일 만나? 이제 내려. 내려? 리 말려. 말려? 놔요. 놔요? 비가 날아요. 비가 날아요? 마가 노래해. 가 노래해? 머리 말려요. 머리 말려요? 기 놨어요. 놨어요? 놔. 기 놔? 기 놔요. 기 놔요? 머리 말려. 말려? 리 말려요. 리 말려요? 여기 놨어요. 기 놨어요? 리 말렸어요. 리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 먹었죠. 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 생님이 하셨어요. 생님이 하셨어요? 갈래. 갈래? 게 될 리가 없지. 게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 까지 걸어 왔어요. 여기까지 걸어 왔어요? 이 추운 거 같애. 방이 추운 거 같애? 비가 추워요. 날씨가 추워요? 악 켜. 켜? 날씨가 더워요. 씨가 더워요?
나도 바지를 입고 난투를 태웁니다 아빠와 자동차를 타고 동물 어디 갑니다 아빠가 토끼다 합니다 짹짹 거리고 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
문 열어 문 열어 나무가 많아 가무가 나나 내일 만나 내일 만나 이젠 내가 많이 말려 머리 말려 병이 있나요 아기가 나가요 엄마 노래해 집에 아무도 없겠지 집이 아무도 없겠지 아니 안 왔어요 바이올린 많이 막혀요 일이 많이 막혀요 별명이 이미 하셨어요 보민이 이미 알겠어요 거기 갈래 거기 할래 네가 없지 그렇게 될 리가 없지 전화 왔었어요 은아 왔었어요 여기까지 걸어왔어요 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
멋지게 7시 색깔은 빨주노초파남보 이론 월 화 수 목 금 토 일요일입니다 어제는 날씨가 더웠고 오늘 날씨는 선선했다 1년은 365일이고 일주일은 7일입니다 하루는 24시간이고 1분은 60초입니다 ,무지개 일곱 색깔은 빨 주 노 초 파 남 보입니다. 일 주일은 월 화 수 목 금 토 일요일입니다. 설날은 일 월 일 일입니다. 크리스마스는* 십 이 월 이십 오 일입니다. 지금 계절은 가을입니다. 어제는 날씨가 더웠고 오늘 날씨는 선선했다. 일 년은 삼백 육십 오 일이고 일 주일은 칠 일입니다. 하루는 이십 사 시간이고 일 분은 육십 초입니다.
문 열어 문 열어 내일 만나 내일 만나 이제 내려 이제 내려 머리 말려 머리 말려 여기나요 여기나요 나비가 날아요 나비가 날아요 엄마가 노래해 엄마가 노래해 머리 말려요 머리 말려요 여기 났어요 발이 얼었어요 다리 얼었어요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리가 그렇게 될 리가 없지 전화 왔었어요 전화 왔었어요 여기까지 걸어왔어요 여기까지 걸어왔어요 방이 추운 거 같아 방이 추운 거 같아 날씨가 추워요 날씨가 추워요 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
나는 바지를 입고 단추를 채웁니다 책상 위에 가방이 있습니다 가방에 사탕과 연필을 넣을 거예요 아빠와 자동차를 타고 동물원에 갑니다 잘 다녀와 하면서 엄마가 뽀뽀를 해 줍니다 프리몬 모드 두 개에 걸려 있습니다 로봇은 긴 눈썹 괴물과 싸움을 합니다 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다 엄마에게 전화를 합니다 엄마 동물원 재미있어요 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
문 열어 아 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려 이제 내려 머리 말려 머리 말려 여기나요 여기나요 나비가 날아요 다미가 날아요 엄마가 노래해 엄마가 노래해 머리 말려요 머리 말려요 집에 아무도 없겠지 발이 얼었어요 밭이 얼었어요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리가 없지 그렇게 될 리가 없지 전화 왔어요 전화 왔어요 여기까지 걸어왔어요 여기까진 걸어왔어요 방이 추운 거 같아 방이 좋은 거 같아 날씨가 추워요 날씨 ,문 열어. 아/ 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 밭이* 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔어요. 전화 왔어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요. 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
아지 단추 책상 가방 차탄 연필 자동차 동물원 엄마 뽀뽀 호랑이 꼬리 코끼리 땅콩 귀 그네 토끼 풍선 로봇 그림 ,바지 단추 책상 가방 사탕 연필 자동차 동물원 엄마 뽀뽀 호랑이 꼬리 코끼리 땅콩 귀 그네 토끼 풍선 로봇 그림 못 눈썹 괴물 싸움 참새 세마리  짹짹 나무 메뚜기 전화
나는 바디를 입고 단투를 태웁니다 책상 위에 가방이 있습니다 가방에 탕과 연필들 넣을 거예요 아빠와 자동차를 타고 동부 떠네 갑니다 잘 다녀와 하면서 엄마가 뽀뽀를 해 둡니다 굿 이브는 못 두 개 걷어 있습니다 땀을 합니다 떽떽 거리고 나무 아대는 메뚜기가 있습니다 엄마에게 전화를 합니다 엄마 동부 돈 100m 떠요 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미었어요.
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려 이제 내려 머리 말려 머리 말려요 여기나요 나비가 날아요 나비가 날아요 엄마가 노래해 엄마가 노래 여기 놀 거예요 여기 놀 거예요 밥 먹었어 밥 먹었어 집에 아무도 없겠지 집에 아무도 없겠지 다리 알았어요 파리 얼었어요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리가 없지 그렇게 될 리가 없지 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 여기 말러요. 머리 말러요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
가위 갈 거야 모자 부산 방금 연필 기차 나에게 창문 동생 약국 오빠 살려 토끼 회사 노래 신발 딸기 너무 참새 달걀 우산 학교 반갑습니다 편지 달걀 시간 여권 신발이 욕심 노래 ,거울 안경 전화 신발 나무 가위 사과 모자 풍선 당근 연필 기차 날개 창문 동생 약국 호박 자연 거울 토끼 회사 노래 신발 딸기 나무 참새 달걀 우산 학교 장갑 그림 풍선 전화 병원 과일 땅콩 편지 달걀 시간 육군 신발 땅콩 안개 마음 허리 욕심 노래 저녁 사람 토끼 병원 등대 논밭 과일 송곳 딸기 문제 나무 극장 가위 그림 아들 팥죽 동생 목표 냄새 바다 자연 접시 권투 방석 느낌
똥 똥 털 뭐 왜 왜 ,새 해 배 개 집 일 입 이 꿀 불 귤 물 피 쥐 비 귀 콩 돈 공 손 풀 붓 뿔 윷 잎 씨 빗 침 벌 성 별 형 초 눈 코 문 햄 잼 뱀 책 실 십 칠 김 종 총 용 똥 털 몸 절 톱 강 발 왕 달 뼈 영 혀 병 밤 활 감 탈 꽃 점 솥 섬 금 육 은 흙 산 파 삼 차 춤 국 꿈 북 칼 말 쌀 팔 떡 컵 턱 껌 방 빵 창 양 오 곰 소 돌 약 탑 닭 밥 귀 남 해 밀 옷 잔 댁 겁 씨 병 소 점 키 앞 무 논 자 글 용 겉 다 뜰 피 상 네 벌 추 만 죄 일 구 삼 도 알 꽃 연 달 혀 녹 김 약 덕 조 군 잎 폐 꿈 터 샘 능 아 애 어 에 오 우 으 이 야 얘 여 예 와 왜 외 요 워 웨 위 유 의 가 까 나 다 따 라 마 바 빠 사 싸 자 짜 차 카 타 파 하
